Nº;Tipo de Operação;Observação;Ø;Passos;Z Min;Tolerância;Rotação;Avanço;Ferramenta;Suporte
01;Desbaste por Offset Centro;ATENÇÃO AO CONE - USAR ÁGUA PARA NÃO EMPENAR MUITO;80;2;-145;0,05;577;6058;CABEÇOTE_XDLX_Ø80_R2_70270002_L101;78110050_SK50_AF27_L101
